Account ID,Account Name,Instance ID,Instance name,Instance type,OS,Region,user: Tag1,user: Environment,aws:createdBy,Total running hours,RI Hours,On-Demand hours,Savings Plans hours, CPU Utilization ,Memory Utilization,Disk Utilization,EBS Read Throughput (Ops/s),EBS Write Throughput (Ops/s),EBS Read Bandwidth (KiB/s),EBS Write Bandwidth (KiB/s),Recommended Action,Recommended Instance Type 1, Recommended Instance Type 1 Estimated Savings , Recommended Instance Type 1 Projected CPU ,Recommended Instance Type 1 Projected Memory,Recommended Instance Type 1 Projected Disk,Recommended Instance Type 2, Recommended Instance Type 2 Estimated Savings , Recommended Instance Type 2 Projected CPU ,Recommended Instance Type 2 Projected Memory,Recommended Instance Type 2 Projected Disk,Recommended Instance Type 3, Recommended Instance Type 3 Estimated Savings , Recommended Instance Type 3 Projected CPU ,Recommended Instance Type 3 Projected Memory,Recommended Instance Type 3 Projected Disk
8.36E+11,WA Cost Labs,i-012952,name 85,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 85,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.107222,0,0.107222,0,5.96,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.11 ,11.93,,,c4.large,$0.18 ,47.71,,,c4.xlarge,$0.16 ,23.86,,
8.36E+11,WA Cost Labs,i-012963,name 86,r4.8xlarge,Linux/UNIX,EU (Ireland),TagValue 86,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,324.5,5.5,0,17.14,,,0,0.993333333,0,,Modify,r4.4xlarge,$14.17 ,34.28,,,r4.2xlarge,$21.25 ,68.56,,,,,,,
8.36E+11,WA Cost Labs,i-01298,name 87,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 87,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.240278,0,0.240278,0,19.44,,,0,1.19,0,,Modify,c4.2xlarge,$0.24 ,38.88,,,c4.xlarge,$0.35 ,77.75,,,,,,,
8.36E+11,WA Cost Labs,i-013020,name 88,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 88,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.420278,0,0.420278,0,7.47,,,0,6.16,0,,Modify,c4.2xlarge,$0.41 ,14.94,,,c4.large,$0.72 ,59.75,,,c4.xlarge,$0.62 ,29.87,,
8.36E+11,WA Cost Labs,i-013106,name 89,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 89,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.33,0,0.33,0,10.65,,,0.013333333,6.32,0.190734863,,Modify,c4.2xlarge,$0.32 ,21.29,,,c4.xlarge,$0.49 ,42.58,,,,,,,
8.36E+11,WA Cost Labs,i-01313,name 90,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 90,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.279722,0,0.279722,0,0.83,,,0,7.693333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013133,name 91,m5.2xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 91,PRD,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,15,,,0,6.313333333,0,,Modify,m5.xlarge,$187.28 ,30,,,m5.large,$255.90 ,60,,,,,,,
8.36E+11,WA Cost Labs,i-013139,name 92,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 92,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,20,,,0,7.953333333,0,,Modify,t3.micro,$8.60 ,20,,,t3.nano,$12.91 ,20,,,,,,,
8.36E+11,WA Cost Labs,i-013177,name 93,r5.4xlarge,Linux/UNIX,US East (Ohio),TagValue 93,PRD,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,39,,,0,7.353333333,0,,Modify,r5.2xlarge, $-   ,78,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013226,name 94,r4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 94,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.529444,0,0.529444,0,6.97,,,0,5.716666667,0,,Modify,r4.2xlarge,$0.68 ,13.94,,,r4.xlarge,$1.02 ,27.88,,,r4.large,$1.19 ,55.75,,
8.36E+11,WA Cost Labs,i-013233,name 95,r5.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 95,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,25,,,0,0.993333333,0,,Modify,r5.large, $-   ,50,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013281,name 96,t3.medium,Linux/UNIX,EU (Frankfurt),TagValue 96,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,23,,,0.18,7.793333333,3.738404948,,Modify,t3.small,$17.21 ,23,,,t3.micro,$25.81 ,23,,,t3.nano,$30.11 ,23,,
8.36E+11,WA Cost Labs,i-013334,name 97,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 97,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.075278,0,0.075278,0,1.99,,,0,1.18,0,,Modify,c4.2xlarge,$0.07 ,3.98,,,c4.xlarge,$0.11 ,7.96,,,c4.large,$0.13 ,15.92,,
8.36E+11,WA Cost Labs,i-013370,name 98,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 98,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,247.6578473,82.34215275,0,7,,,0,0.993333333,0,,Modify,t3.small,$3.72 ,7,,,t3.nano,$6.51 ,7,,,t3.micro,$5.58 ,7,,
8.36E+11,WA Cost Labs,i-01342,name 99,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 99,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,7,,,0.66,10.00333333,17.06441406,,Modify,t3.micro,$8.58 ,7,,,t3.nano,$12.87 ,7,,,,,,,
8.36E+11,WA Cost Labs,i-013428,name 100,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 100,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,329,0,0,20,,,0,0.993333333,0,,Modify,t3.small, $-   ,20,,,t3.nano, $-   ,20,,,t3.micro, $-   ,20,,
8.36E+11,WA Cost Labs,i-013491,name 101,t2.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 101,DEV,IAMUser:AIDAJJB63XXXXXXXX,197,0,197,0,38.54,,,0,0.993333333,0,,Modify,t2.large,$45.28 ,77.08,,,t2.medium,$69.42 ,77.08,,,,,,,
8.36E+11,WA Cost Labs,i-013526,name 102,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 102,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.084167,0,0.084167,0,10.68,,,0,1.19,0,,Modify,c4.2xlarge,$0.08 ,21.35,,,c4.xlarge,$0.12 ,42.71,,,,,,,
8.36E+11,WA Cost Labs,i-013530,name 103,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 103,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.641389,0,0.641389,0,7.09,,,0,6.16,0,,Modify,c4.2xlarge,$0.63 ,14.19,,,c4.xlarge,$0.95 ,28.38,,,c4.large,$1.10 ,56.75,,
8.36E+11,WA Cost Labs,i-013581,name 104,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 104,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.506667,0,0.506667,0,19.96,,,0.013333333,6.32,0.190734863,,Modify,c4.large,$0.11 ,39.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013585,name 105,t3.small,Linux/UNIX,US East (N. Virginia),TagValue 105,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,30,,,0,7.693333333,0,,Modify,t3.micro, $-   ,30,,,t3.nano, $-   ,30,,,,,,,
8.36E+11,WA Cost Labs,i-0136,name 106,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 106,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.279444,0,0.279444,0,0.82,,,0,6.313333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013642,name 107,c3.2xlarge,Red Hat Enterprise Linux,US West (Oregon),TagValue 107,PRD,IAMUser:AIDAJJB63XXXXXXXX,148,0,148,0,10.17,,,0,7.953333333,0,,Modify,c3.xlarge,$90.03 ,20.33,,,c3.large,$123.80 ,40.67,,,,,,,
8.36E+11,WA Cost Labs,i-013750,name 108,t3.small,Linux/UNIX,US East (Ohio),TagValue 108,PRD,AssumedRole:AROA3JCGXXXXXXXX,1.66,0,1.66,0,18,,,0,7.353333333,0,,Modify,t3.micro,$0.04 ,18,,,t3.nano,$0.06 ,18,,,,,,,
8.36E+11,WA Cost Labs,i-013766,name 109,t3.medium,Linux/UNIX,US East (Ohio),TagValue 109,PRD,IAMUser:AIDAJJB63XXXXXXXX,331,0.5,330.5,0,7,,,0,5.716666667,0,,Modify,t3.small,$14.94 ,7,,,t3.micro,$22.40 ,7,,,t3.nano,$26.14 ,7,,
8.36E+11,WA Cost Labs,i-013781,name 110,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 110,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.031389,0,0.031389,0,29.48,,,0,0.993333333,0,,Modify,t2.nano,$0.00 ,29.48,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-0139,name 111,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 111,PRD,IAMUser:AIDAJJB63XXXXXXXX,1.258611,0,1.258611,0,26.46,,,0.18,7.793333333,3.738404948,,Modify,c4.xlarge,$0.62 ,52.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013916,name 112,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 112,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.526667,0,0.526667,0,23.63,,,0,1.18,0,,Modify,c4.large,$0.11 ,47.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-013998,name 113,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 113,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.163611,0,0.163611,0,18.46,,,0,0.993333333,0,,Modify,c4.large,$0.04 ,36.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014028,name 114,t2.micro,Linux/UNIX,US West (Oregon),TagValue 114,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,2.88,,,0.66,10.00333333,17.06441406,,Modify,t2.nano,$4.16 ,2.88,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014046,name 115,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 115,PRD,IAMUser:AIDAJJB63XXXXXXXX,89.109165,89.109165,0,0,13,,,0,0.993333333,0,,Modify,t2.nano, $-   ,13,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014067,name 116,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 116,PRD,AssumedRole:AROA3JCGXXXXXXXX,1.053611,0,1.053611,0,29.92,,,0,0.993333333,0,,Modify,c4.large,$0.26 ,59.83,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014097,name 117,t3.medium,Linux/UNIX,EU (Frankfurt),TagValue 117,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,323.629444,6.370556,0,30,,,0,1.19,0,,Modify,t3.small,$0.33 ,30,,,t3.nano,$0.36 ,30,,,t3.micro,$0.50 ,30,,
8.36E+11,WA Cost Labs,i-014111,name 118,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 118,PRD,AssumedRole:AROA3JCGXXXXXXXX,329,329,0,0,1,,,0,6.16,0,,Modify,m5.large, $-   ,2,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-01415,name 119,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 119,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.073333,0,0.073333,0,8.06,,,0.013333333,6.32,0.190734863,,Modify,c4.xlarge,$0.04 ,16.13,,,c4.large,$0.05 ,32.25,,,,,,,
8.36E+11,WA Cost Labs,i-014158,name 120,t3.medium,Linux/UNIX,EU (Frankfurt),TagValue 120,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,329,1,0,30,,,0,7.693333333,0,,Modify,t3.small,$0.05 ,30,,,t3.nano,$0.09 ,30,,,t3.micro,$0.08 ,30,,
8.36E+11,WA Cost Labs,i-014205,name 121,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 121,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.083056,0,0.083056,0,8.8,,,0,6.313333333,0,,Modify,c4.2xlarge,$0.08 ,17.6,,,c4.xlarge,$0.12 ,35.21,,,c4.large,$0.14 ,70.42,,
8.36E+11,WA Cost Labs,i-014210,name 122,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 122,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.095833,0,0.095833,0,14.77,,,0,7.953333333,0,,Modify,c4.2xlarge,$0.09 ,29.54,,,c4.xlarge,$0.14 ,59.08,,,,,,,
8.36E+11,WA Cost Labs,i-014239,name 123,m4.xlarge,Linux/UNIX,EU (Ireland),TagValue 123,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,5.13,,,0,7.353333333,0,,Modify,m4.large, $-   ,10.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014272,name 124,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 124,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.507222,0,0.507222,0,27.38,,,0,5.716666667,0,,Modify,c4.large,$0.11 ,54.75,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014323,name 125,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 125,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,4.41,,,0,0.993333333,0,,Modify,t2.nano,$4.16 ,4.41,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014328,name 126,r5.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 126,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,39,,,0.18,7.793333333,3.738404948,,Modify,r5.2xlarge, $-   ,78,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014480,name 127,m5.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 127,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,328.2965971,1.70340287,0,14,,,0,1.18,0,,Modify,m5.2xlarge,$1.42 ,28,,,m5.xlarge,$2.13 ,56,,,,,,,
8.36E+11,WA Cost Labs,i-014483,name 128,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 128,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,25,,,0,0.993333333,0,,Modify,t3.nano,$4.30 ,25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014504,name 129,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 129,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.602222,0,0.602222,0,14,,,0.66,10.00333333,17.06441406,,Modify,t3.small,$0.03 ,14,,,t3.micro,$0.04 ,14,,,t3.nano,$0.05 ,14,,
8.36E+11,WA Cost Labs,i-014561,name 130,t2.medium,Linux/UNIX,EU (Frankfurt),TagValue 130,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,13.9,,,0,0.993333333,0,,Modify,t2.small,$19.21 ,27.8,,,t2.nano,$33.63 ,27.8,,,t2.micro,$28.82 ,27.8,,
8.36E+11,WA Cost Labs,i-014586,name 131,t3.small,Linux/UNIX,EU (Ireland),TagValue 131,PRD,IAMUser:AIDAJJB63XXXXXXXX,14,14,0,0,26,,,0,0.993333333,0,,Modify,t3.micro, $-   ,26,,,t3.nano, $-   ,26,,,,,,,
8.36E+11,WA Cost Labs,i-014596,name 132,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 132,PRD,AssumedRole:AROA3JCGXXXXXXXX,2.016389,0,2.016389,0,19.65,,,0,1.19,0,,Modify,c4.2xlarge,$1.98 ,39.29,,,c4.xlarge,$2.97 ,78.58,,,,,,,
8.36E+11,WA Cost Labs,i-014620,name 133,t2.medium,Linux/UNIX,Asia Pacific (Singapore),TagValue 133,PRD,IAMUser:AIDAJJB63XXXXXXXX,331,0,331,0,5.33,,,0,6.16,0,,Modify,t2.small,$21.00 ,10.67,,,t2.nano,$36.75 ,10.67,,,t2.micro,$31.50 ,10.67,,
8.36E+11,WA Cost Labs,i-014647,name 134,t2.micro,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 134,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,0.68,,,0.013333333,6.32,0.190734863,,Terminate,, $-   ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014809,name 135,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 135,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.746944,0,0.746944,0,30.58,,,0,7.693333333,0,,Modify,c4.large,$0.18 ,61.17,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014817,name 136,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 136,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.28,0,0.28,0,1,,,0,6.313333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014820,name 137,t2.micro,Linux/UNIX,EU (Frankfurt),TagValue 137,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,32.3,,,0,7.953333333,0,,Modify,t2.nano,$4.80 ,32.3,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014877,name 138,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 138,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.161667,0,0.161667,0,12.42,,,0,7.353333333,0,,Modify,c4.large,$0.03 ,24.83,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014885,name 139,c4.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 139,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,34.54,,,0,5.716666667,0,,Modify,c4.large,$136.94 ,69.08,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014898,name 140,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 140,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.698611,0,0.698611,0,16.13,,,0,0.993333333,0,,Modify,c4.large,$0.15 ,32.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014908,name 141,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 141,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,3,,,0.18,7.793333333,3.738404948,,Modify,t3.micro,$8.60 ,3,,,t3.nano,$12.91 ,3,,,,,,,
8.36E+11,WA Cost Labs,i-014921,name 142,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 142,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.279722,0,0.279722,0,0.85,,,0,1.18,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014925,name 143,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 143,PRD,IAMUser:AIDAJJB63XXXXXXXX,1.856667,0,1.856667,0,34,,,0,0.993333333,0,,Modify,t3.nano,$0.02 ,34,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-014940,name 144,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 144,PRD,AssumedRole:AROA3JCGXXXXXXXX,1.125,0,1.125,0,19,,,0.66,10.00333333,17.06441406,,Modify,c4.2xlarge,$1.10 ,38,,,c4.xlarge,$1.66 ,76,,,,,,,
8.36E+11,WA Cost Labs,i-014993,name 145,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 145,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.269167,0,0.269167,0,20.31,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.26 ,40.63,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015021,name 146,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 146,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.051667,0,0.051667,0,8.05,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.05 ,16.1,,,c4.xlarge,$0.08 ,32.21,,,c4.large,$0.09 ,64.42,,
8.36E+11,WA Cost Labs,i-01509,name 147,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 147,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.514167,0,0.514167,0,23.54,,,0,1.19,0,,Modify,c4.large,$0.11 ,47.08,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015117,name 148,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 148,PRD,AssumedRole:AROA3JCGXXXXXXXX,25.519167,0,25.519167,0,19,,,0,6.16,0,,Modify,t3.micro,$0.67 ,19,,,t3.nano,$1.00 ,19,,,,,,,
8.36E+11,WA Cost Labs,i-015125,name 149,t3.micro,Linux/UNIX,EU (London),TagValue 149,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0, -   ,,,0.013333333,6.32,0.190734863,,Terminate,,$8.46 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015238,name 150,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 150,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,35.83,,,0,7.693333333,0,,Modify,t2.micro,$9.61 ,35.83,,,t2.nano,$14.41 ,35.83,,,,,,,
8.36E+11,WA Cost Labs,i-015330,name 151,t3.large,Linux/UNIX,US East (N. Virginia),TagValue 151,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,4,,,0,6.313333333,0,,Modify,t3.medium, $-   ,4,,,t3.small, $-   ,4,,,t3.micro, $-   ,4,,
8.36E+11,WA Cost Labs,i-015374,name 152,t2.medium,Linux/UNIX,US East (N. Virginia),TagValue 152,PRD,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,3.64,,,0,7.953333333,0,,Modify,t2.small,$16.73 ,7.29,,,t2.micro,$24.87 ,7.29,,,t2.nano,$29.02 ,7.29,,
8.36E+11,WA Cost Labs,i-015397,name 153,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 153,PRD,IAMUser:AIDAJJB63XXXXXXXX,1.571667,0,1.571667,0,37,,,0,7.353333333,0,,Modify,t3.nano,$0.02 ,37,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015408,name 154,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 154,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.275556,0,0.275556,0,17.94,,,0,5.716666667,0,,Modify,c4.2xlarge,$0.24 ,35.88,,,c4.xlarge,$0.36 ,71.75,,,,,,,
8.36E+11,WA Cost Labs,i-015475,name 155,r4.2xlarge,Linux/UNIX,Canada (Central),TagValue 155,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.366667,0,0.366667,0,7.92,,,0,0.993333333,0,,Modify,r4.xlarge,$0.23 ,15.83,,,r4.large,$0.35 ,31.67,,,,,,,
8.36E+11,WA Cost Labs,i-015520,name 156,t3.micro,Linux/UNIX,US East (N. Virginia),TagValue 156,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,32,,,0.18,7.793333333,3.738404948,,Modify,t3.nano, $-   ,32,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015522,name 157,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 157,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,4.75,,,0,1.18,0,,Modify,t2.nano,$4.16 ,4.75,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015531,name 158,c5d.2xlarge,Linux/UNIX,Canada (Central),TagValue 158,PRD,AssumedRole:AROA3JCGXXXXXXXX,0.068611,0,0.068611,0,4,,,0,0.993333333,0,,Modify,c5d.xlarge,$0.03 ,8,,,c5d.large,$0.05 ,16,,,,,,,
8.36E+11,WA Cost Labs,i-015551,name 159,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 159,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.316389,0,0.316389,0,21.25,,,0.66,10.00333333,17.06441406,,Modify,c4.2xlarge,$0.27 ,42.5,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015559,name 160,r5.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 160,PRD,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,37,,,0,0.993333333,0,,Modify,r5.large,$155.82 ,74,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-015564,name 161,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 161,PRD,IAMUser:AIDAJJB63XXXXXXXX,2.094722,0,2.094722,0,22.58,,,0,0.993333333,0,,Modify,c4.large,$0.45 ,45.17,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-01560,name 162,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 162,PRD,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,4.83,,,0,1.19,0,,Modify,t2.micro,$8.15 ,4.83,,,t2.nano,$12.29 ,4.83,,,,,,,
8.36E+11,WA Cost Labs,i-015612,name 163,t3.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 163,PRD,IAMUser:AIDAJJB63XXXXXXXX,11,0,11,0,27,,,0,6.16,0,,Modify,t3.large,$1.99 ,54,,,t3.nano,$3.85 ,54,,,t3.medium,$2.98 ,54,,
8.36E+11,WA Cost Labs,i-015649,name 164,t2.medium,Linux/UNIX,EU (Ireland),TagValue 164,PRD,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,6.61,,,0.013333333,6.32,0.190734863,,Modify,t2.small,$17.87 ,13.22,,,t2.micro,$26.73 ,13.22,,,,,,,
8.36E+11,WA Cost Labs,i-015735,name 165,t3.medium,Linux/UNIX,EU (Frankfurt),TagValue 165,PRD,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,2,,,0,7.693333333,0,,Modify,t3.small,$17.21 ,2,,,t3.micro,$25.81 ,2,,,t3.nano,$30.11 ,2,,
8.36E+11,WA Cost Labs,i-015743,name 166,t3.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 166,PRD,AssumedRole:AROA3JCGXXXXXXXX,12,0,12,0,29,,,0,6.313333333,0,,Modify,t3.large,$2.17 ,58,,,t3.nano,$4.20 ,58,,,t3.small,$3.80 ,58,,
8.36E+11,WA Cost Labs,i-015744,name 167,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 167,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.139444,0,0.139444,0,6.2,,,0,7.953333333,0,,Modify,c4.2xlarge,$0.14 ,12.4,,,c4.xlarge,$0.21 ,24.79,,,c4.large,$0.24 ,49.58,,
8.36E+11,WA Cost Labs,i-015795,name 168,m5.4xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 168,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,18,,,0,7.353333333,0,,Modify,m5.2xlarge,$275.31 ,36,,,m5.xlarge,$463.16 ,72,,,,,,,
8.36E+11,WA Cost Labs,i-015805,name 169,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 169,PRD,IAMUser:AIDAJJB63XXXXXXXX,0.062778,0,0.062778,0,10.66,,,0,5.716666667,0,,Modify,c4.2xlarge,$0.05 ,21.31,,,c4.xlarge,$0.08 ,42.63,,,,,,,
8.36E+11,WA Cost Labs,i-015839,name 170,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 170,PRD,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,23,,,0,0.993333333,0,,Modify,t3.micro,$8.60 ,23,,,t3.nano,$12.91 ,23,,,,,,,
